university_id,University_Name,Type,State_UT,City_District,Year_of_Establishment,Accreditation_NAAC_Grade,NAAC_Score,Approval_Body,Number_of_Courses_UG,Number_of_Courses_PG,Number_of_Courses_Diploma,Number_of_Courses_PhD,NIRF_Ranking_Overall,NIRF_Ranking_by_stream,Hostel_Capacity_Boys,Hostel_Capacity_Girls,Library_Books_Count,Labs_Count_Smart_Classrooms,Placement_Rate_pct,Median_Package_INR,Top_Recruiters,BI_ME_FRP
266,National West Institute of Science 266,Central,Sikkim,City_Sikkim_17,1980,A++,3.66,UGC,33,75,15,9,74,,311,313,199739,34,65.7,133319,TCS;ConsultingFirms;LocalBanks;StateCorp,"BasicInfo:Established 1980;Infra:Hostel 624 seats, Library 199739 books;Management:StateRun;Education:UG 33,PG 75,PhD 9;Finance:Moderate;Rankings:NIRF 74;Placement:Rate 65.7% Median 133319"
267,Indian South Institute of Science 267,State,Puducherry,City_Puducherry_18,1987,A,3.28,UGC,30,24,1,18,,,91,43,42706,81,75.4,173771,LocalBanks;ConsultingFirms;Wipro;Startups,"BasicInfo:Established 1987;Infra:Hostel 134 seats, Library 42706 books;Management:StateRun;Education:UG 30,PG 24,PhD 18;Finance:Moderate;Rankings:NIRF ;Placement:Rate 75.4% Median 173771"
268,Government South University 268,State,Karnataka,City_Karnataka_19,1992,A,3.52,UGC;AICTE,73,95,2,23,,,316,452,222426,1,31.1,757586,LocalBanks;Infosys;LocalCompanies;Wipro,"BasicInfo:Established 1992;Infra:Hostel 768 seats, Library 222426 books;Management:StateRun;Education:UG 73,PG 95,PhD 23;Finance:Moderate;Rankings:NIRF ;Placement:Rate 31.1% Median 757586"
269,Tech West Vishwavidyalaya 269,State,Chandigarh,City_Chandigarh_20,2003,B+,2.79,AICTE,33,18,1,10,,,175,240,166728,1,74.0,393747,TCS;StateCorp;Accenture;Wipro,"BasicInfo:Established 2003;Infra:Hostel 415 seats, Library 166728 books;Management:StateRun;Education:UG 33,PG 18,PhD 10;Finance:Moderate;Rankings:NIRF ;Placement:Rate 74.0% Median 393747"
270,Tech Central Institute 270,Deemed,Tripura,City_Tripura_21,1995,B++,3.32,AICTE,128,64,3,26,,,239,185,1000,37,98.0,534945,Startups;LocalCompanies;ConsultingFirms;Infosys,"BasicInfo:Established 1995;Infra:Hostel 424 seats, Library 1000 books;Management:StateRun;Education:UG 128,PG 64,PhD 26;Finance:Moderate;Rankings:NIRF ;Placement:Rate 98.0% Median 534945"
271,Government Metro Institute of Science 271,Deemed,Andaman & Nicobar,City_Andaman_22,1978,C,1.96,NAAC,137,68,19,6,96,,276,141,30628,12,74.0,50000,StateCorp;Wipro;Startups;Infosys,"BasicInfo:Established 1978;Infra:Hostel 417 seats, Library 30628 books;Management:StateRun;Education:UG 137,PG 68,PhD 6;Finance:Moderate;Rankings:NIRF 96;Placement:Rate 74.0% Median 50000"
272,Metro Central Institute 272,Deemed,Bihar,City_Bihar_23,1951,B+,2.64,AICTE,134,62,15,10,59,,159,257,1000,18,50.5,731491,TCS;Startups;Infosys;ConsultingFirms,"BasicInfo:Established 1951;Infra:Hostel 416 seats, Library 1000 books;Management:StateRun;Education:UG 134,PG 62,PhD 10;Finance:Moderate;Rankings:NIRF 59;Placement:Rate 50.5% Median 731491"
273,Indian Central University 273,State,Manipur,City_Manipur_24,2020,B+,2.64,UGC;AICTE,65,12,14,28,92,,420,0,72789,44,54.6,676741,Startups;TCS;StateCorp;Wipro,"BasicInfo:Established 2020;Infra:Hostel 420 seats, Library 72789 books;Management:StateRun;Education:UG 65,PG 12,PhD 28;Finance:Moderate;Rankings:NIRF 92;Placement:Rate 54.6% Median 676741"
274,State Metro Institute of Technology 274,State,Arunachal Pradesh,City_Arunachal_25,1963,A,3.4,UGC,147,72,0,5,87,,0,0,93065,25,50.4,50000,Accenture;Wipro;LocalBanks;StateCorp,"BasicInfo:Established 1963;Infra:Hostel 0 seats, Library 93065 books;Management:StateRun;Education:UG 147,PG 72,PhD 5;Finance:Moderate;Rankings:NIRF 87;Placement:Rate 50.4% Median 50000"
275,Indian Institute of Technology Gandhinagar,Central,Bihar,Gandhinagar,1978,B,2.4,NAAC,148,100,19,38,73,,0,90,165490,1,76.3,330259,Startups;LocalBanks;ConsultingFirms;Wipro,"BasicInfo:Established 1978;Infra:Hostel 90 seats, Library 165490 books;Management:StateRun;Education:UG 148,PG 100,PhD 38;Finance:Moderate;Rankings:NIRF 73;Placement:Rate 76.3% Median 330259"
276,National East University 276,State,Tamil Nadu,City_Tamil_27,1987,B++,2.96,NAAC,32,7,5,31,,,220,169,1000,29,39.8,120731,Infosys;StateCorp;LocalCompanies;ConsultingFirms,"BasicInfo:Established 1987;Infra:Hostel 389 seats, Library 1000 books;Management:StateRun;Education:UG 32,PG 7,PhD 31;Finance:Moderate;Rankings:NIRF ;Placement:Rate 39.8% Median 120731"
277,National West University 277,Central,Maharashtra,City_Maharashtra_28,2008,B,2.08,AICTE,91,15,13,2,73,,279,69,130442,1,32.7,576909,TCS;Startups;Wipro;LocalBanks,"BasicInfo:Established 2008;Infra:Hostel 348 seats, Library 130442 books;Management:StateRun;Education:UG 91,PG 15,PhD 2;Finance:Moderate;Rankings:NIRF 73;Placement:Rate 32.7% Median 576909"
278,Global West Institute 278,Central,Andhra Pradesh,City_Andhra_29,2017,B+,2.7,UGC;AICTE;PCI,115,76,15,32,94,,0,151,83413,45,63.5,441163,Infosys;ConsultingFirms;LocalBanks;TCS,"BasicInfo:Established 2017;Infra:Hostel 151 seats, Library 83413 books;Management:StateRun;Education:UG 115,PG 76,PhD 32;Finance:Moderate;Rankings:NIRF 94;Placement:Rate 63.5% Median 441163"
279,Modern West School of Mines 279,State,Uttarakhand,City_Uttarakhand_30,1981,A,3.13,NAAC,80,59,4,8,,,253,216,1000,7,54.1,643954,StateCorp;Accenture;ConsultingFirms;LocalBanks,"BasicInfo:Established 1981;Infra:Hostel 469 seats, Library 1000 books;Management:StateRun;Education:UG 80,PG 59,PhD 8;Finance:Moderate;Rankings:NIRF ;Placement:Rate 54.1% Median 643954"
280,Modern Metro Institute of Science 280,Central,Maharashtra,City_Maharashtra_31,1975,A,3.44,NAAC,93,88,4,11,66,,435,80,139510,75,54.9,315617,ConsultingFirms;LocalBanks;Startups;LocalCompanies,"BasicInfo:Established 1975;Infra:Hostel 515 seats, Library 139510 books;Management:StateRun;Education:UG 93,PG 88,PhD 11;Finance:Moderate;Rankings:NIRF 66;Placement:Rate 54.9% Median 315617"
281,Global Central Institute of Technology 281,Deemed,Uttarakhand,City_Uttarakhand_32,2018,A,3.18,UGC;AICTE,8,68,3,1,77,,65,181,53058,64,49.9,495287,StateCorp;Infosys;LocalCompanies;LocalBanks,"BasicInfo:Established 2018;Infra:Hostel 246 seats, Library 53058 books;Management:StateRun;Education:UG 8,PG 68,PhD 1;Finance:Moderate;Rankings:NIRF 77;Placement:Rate 49.9% Median 495287"
282,Indian South University of Science and Technology 282,State,Odisha,City_Odisha_33,1982,A+,3.72,UGC,80,28,17,2,83,,352,121,93910,86,65.0,170778,LocalBanks;Startups;LocalCompanies;Accenture,"BasicInfo:Established 1982;Infra:Hostel 473 seats, Library 93910 books;Management:StateRun;Education:UG 80,PG 28,PhD 2;Finance:Moderate;Rankings:NIRF 83;Placement:Rate 65.0% Median 170778"
283,Global South University of Science and Technology 283,Autonomous,Tripura,City_Tripura_34,1980,B++,3.07,NAAC,17,50,12,26,54,,79,239,138703,36,86.7,504716,LocalBanks;LocalCompanies;Startups;ConsultingFirms,"BasicInfo:Established 1980;Infra:Hostel 318 seats, Library 138703 books;Management:StateRun;Education:UG 17,PG 50,PhD 26;Finance:Moderate;Rankings:NIRF 54;Placement:Rate 86.7% Median 504716"
284,Tech South University of Science and Technology 284,State,Telangana,City_Telangana_35,2019,B+,2.83,AICTE,54,39,14,11,75,,242,361,79768,31,58.9,705892,TCS;Infosys;ConsultingFirms;LocalBanks,"BasicInfo:Established 2019;Infra:Hostel 603 seats, Library 79768 books;Management:StateRun;Education:UG 54,PG 39,PhD 11;Finance:Moderate;Rankings:NIRF 75;Placement:Rate 58.9% Median 705892"
285,Metro West University 285,Central,Nagaland,City_Nagaland_36,2021,A,3.1,AICTE,70,2,10,29,,,169,139,131870,14,46.0,331074,Infosys;LocalCompanies;TCS;ConsultingFirms,"BasicInfo:Established 2021;Infra:Hostel 308 seats, Library 131870 books;Management:StateRun;Education:UG 70,PG 2,PhD 29;Finance:Moderate;Rankings:NIRF ;Placement:Rate 46.0% Median 331074"
286,Indian Central Institute of Technology 286,Central,Tamil Nadu,City_Tamil_37,1959,B+,2.84,NAAC,139,30,5,33,98,,170,70,26417,60,38.4,227820,TCS;Infosys;Wipro;Accenture,"BasicInfo:Established 1959;Infra:Hostel 240 seats, Library 26417 books;Management:StateRun;Education:UG 139,PG 30,PhD 33;Finance:Moderate;Rankings:NIRF 98;Placement:Rate 38.4% Median 227820"
287,State South Vishwavidyalaya 287,Central,Maharashtra,City_Maharashtra_38,1992,A,3.27,NAAC,60,98,19,33,,,107,257,151990,39,37.2,349627,Startups;LocalCompanies;ConsultingFirms;LocalBanks,"BasicInfo:Established 1992;Infra:Hostel 364 seats, Library 151990 books;Management:StateRun;Education:UG 60,PG 98,PhD 33;Finance:Moderate;Rankings:NIRF ;Placement:Rate 37.2% Median 349627"
288,National Central Institute of Science 288,State,Meghalaya,City_Meghalaya_39,1955,B+,2.7,NAAC,102,16,12,16,,,409,199,110090,38,37.1,414322,ConsultingFirms;Accenture;LocalCompanies;Startups,"BasicInfo:Established 1955;Infra:Hostel 608 seats, Library 110090 books;Management:StateRun;Education:UG 102,PG 16,PhD 16;Finance:Moderate;Rankings:NIRF ;Placement:Rate 37.1% Median 414322"
289,Modern Central School of Mines 289,Deemed,Delhi,City_Delhi_40,2012,A++,3.69,AICTE,87,67,2,6,77,,279,18,21854,39,30.7,767255,Infosys;LocalCompanies;LocalBanks;Startups,"BasicInfo:Established 2012;Infra:Hostel 297 seats, Library 21854 books;Management:StateRun;Education:UG 87,PG 67,PhD 6;Finance:Moderate;Rankings:NIRF 77;Placement:Rate 30.7% Median 767255"
290,National Metro University of Science and Technology 290,State,West Bengal,City_West_41,1963,A,3.25,UGC;AICTE,23,97,4,1,,,87,0,1000,65,34.9,488281,Startups;LocalBanks;LocalCompanies;StateCorp,"BasicInfo:Established 1963;Infra:Hostel 87 seats, Library 1000 books;Management:StateRun;Education:UG 23,PG 97,PhD 1;Finance:Moderate;Rankings:NIRF ;Placement:Rate 34.9% Median 488281"
291,Central East University of Science and Technology 291,State,Chhattisgarh,City_Chhattisgarh_42,1979,B,2.46,UGC;AICTE,104,59,20,25,,,298,399,163702,15,38.4,541421,StateCorp;LocalBanks;LocalCompanies;Wipro,"BasicInfo:Established 1979;Infra:Hostel 697 seats, Library 163702 books;Management:StateRun;Education:UG 104,PG 59,PhD 25;Finance:Moderate;Rankings:NIRF ;Placement:Rate 38.4% Median 541421"
292,Global Metro University 292,Deemed,Chhattisgarh,City_Chhattisgarh_43,1955,B+,2.69,UGC,96,66,3,18,,,397,237,62797,1,57.1,722594,Accenture;TCS;Infosys;Wipro,"BasicInfo:Established 1955;Infra:Hostel 634 seats, Library 62797 books;Management:StateRun;Education:UG 96,PG 66,PhD 18;Finance:Moderate;Rankings:NIRF ;Placement:Rate 57.1% Median 722594"
293,Government South Institute of Technology 293,State,Dadra & Nagar Haveli and Daman & Diu,City_Dadra_44,1978,A+,3.69,UGC;AICTE,144,39,20,9,,,279,238,115307,7,49.9,50000,Accenture;LocalBanks;LocalCompanies;ConsultingFirms,"BasicInfo:Established 1978;Infra:Hostel 517 seats, Library 115307 books;Management:StateRun;Education:UG 144,PG 39,PhD 9;Finance:Moderate;Rankings:NIRF ;Placement:Rate 49.9% Median 50000"
294,Central North University 294,Autonomous,Andhra Pradesh,City_Andhra_45,2000,B++,2.96,UGC,83,28,11,13,,,347,192,21560,62,61.4,50000,StateCorp;Infosys;TCS;ConsultingFirms,"BasicInfo:Established 2000;Infra:Hostel 539 seats, Library 21560 books;Management:StateRun;Education:UG 83,PG 28,PhD 13;Finance:Moderate;Rankings:NIRF ;Placement:Rate 61.4% Median 50000"
295,Indian North Institute 295,State,Kerala,City_Kerala_46,1956,B,2.3,UGC;AICTE;PCI,123,84,17,4,,,241,221,121600,38,80.8,396706,Accenture;TCS;Infosys;LocalCompanies,"BasicInfo:Established 1956;Infra:Hostel 462 seats, Library 121600 books;Management:StateRun;Education:UG 123,PG 84,PhD 4;Finance:Moderate;Rankings:NIRF ;Placement:Rate 80.8% Median 396706"
296,Tech East Vishwavidyalaya 296,State,Himachal Pradesh,City_Himachal_47,1980,A+,3.57,UGC;AICTE;PCI,22,26,10,31,84,,194,133,76708,62,81.6,71945,Startups;LocalBanks;Accenture;ConsultingFirms,"BasicInfo:Established 1980;Infra:Hostel 327 seats, Library 76708 books;Management:StateRun;Education:UG 22,PG 26,PhD 31;Finance:Moderate;Rankings:NIRF 84;Placement:Rate 81.6% Median 71945"
297,National Institute of Technology Durgapur,Central,Telangana,Durgapur,1980,C,1.89,AICTE,6,42,7,14,,,399,278,211603,49,66.6,808487,StateCorp;Accenture;ConsultingFirms;Infosys,"BasicInfo:Established 1980;Infra:Hostel 677 seats, Library 211603 books;Management:StateRun;Education:UG 6,PG 42,PhD 14;Finance:Moderate;Rankings:NIRF ;Placement:Rate 66.6% Median 808487"
298,Modern West Institute of Technology 298,State,Delhi,City_Delhi_49,1995,B+,2.96,UGC;AICTE,146,15,5,38,,,77,333,89989,1,67.4,50000,TCS;Accenture;StateCorp;ConsultingFirms,"BasicInfo:Established 1995;Infra:Hostel 410 seats, Library 89989 books;Management:StateRun;Education:UG 146,PG 15,PhD 38;Finance:Moderate;Rankings:NIRF ;Placement:Rate 67.4% Median 50000"
299,National Metro Vishwavidyalaya 299,Autonomous,Chhattisgarh,City_Chhattisgarh_50,1959,B,2.49,UGC;AICTE;PCI,12,76,18,25,,,332,142,1000,55,83.4,539572,Wipro;LocalCompanies;Accenture;Infosys,"BasicInfo:Established 1959;Infra:Hostel 474 seats, Library 1000 books;Management:StateRun;Education:UG 12,PG 76,PhD 25;Finance:Moderate;Rankings:NIRF ;Placement:Rate 83.4% Median 539572"
300,Global Metro Institute of Technology 300,Central,Jharkhand,City_Jharkhand_1,1996,A,3.28,UGC;AICTE;PCI,79,19,14,32,,,351,310,1000,5,84.6,821253,ConsultingFirms;TCS;Wipro;Infosys,"BasicInfo:Established 1996;Infra:Hostel 661 seats, Library 1000 books;Management:StateRun;Education:UG 79,PG 19,PhD 32;Finance:Moderate;Rankings:NIRF ;Placement:Rate 84.6% Median 821253"
